GLEntryNumber,GLPostingDate,JobNumber,Amount,GLAccountNumber,ExpenseType
66639,9/19/2016,4501,207.9200,4125,Other
66640,9/19/2016,4501,155.9400,4125,Other
66641,9/19/2016,4501,51.9800,4125,Other
66642,9/19/2016,4501,60.0000,4125,Other
66678,9/20/2016,3027,25.2000,4090,Supplies
66679,9/20/2016,3027,27.8000,4090,Supplies
66680,9/20/2016,3027,85.7400,4090,Supplies
66681,9/20/2016,3027,149.5200,4090,Supplies
66682,9/20/2016,3027,374.5600,4090,Supplies
66683,9/20/2016,3027,19.8000,4090,Supplies
66684,9/20/2016,1003,356.1000,4090,Supplies
66685,9/20/2016,1003,680.0000,4090,Supplies
66686,9/20/2016,1003,29.7000,4090,Supplies
66687,9/20/2016,1003,147.2000,4090,Supplies
66688,9/20/2016,1003,103.2500,4090,Supplies
66689,9/20/2016,1003,78.4300,4090,Supplies
66690,9/20/2016,1003,94.6800,4090,Supplies
66691,9/20/2016,1003,25.2000,4090,Supplies
66692,9/20/2016,1003,12.6000,4090,Supplies
66693,9/20/2016,1065,301.8400,4090,Supplies
66735,9/20/2016,1041,71.9000,4090,Supplies
66736,9/20/2016,3016,11.6200,4090,Supplies
66737,9/20/2016,3006,11.6500,4090,Supplies
66738,9/20/2016,3017,11.6500,4090,Supplies
66739,9/20/2016,1041,11.6500,4090,Supplies
66740,9/20/2016,3016,54.0500,4090,Supplies
66741,9/20/2016,1041,54.0500,4090,Supplies
66742,9/20/2016,1041,35.5000,4090,Supplies
66746,9/20/2016,903012,48.2000,4090,Supplies
66747,9/20/2016,903012,0.0000,4090,Supplies
66676,9/21/2016,1033,560.0000,4020,Subcontractor Labor
66677,9/21/2016,3037,237.0600,4090,Supplies
66694,9/21/2016,1056,55.0500,4090,Supplies
66695,9/21/2016,1056,78.4300,4090,Supplies
66696,9/21/2016,1057,78.4300,4090,Supplies
66697,9/21/2016,1056,58.8400,4090,Supplies
66698,9/21/2016,1056,4.7300,4090,Supplies
66699,9/21/2016,1056,34.0000,4090,Supplies
66700,9/21/2016,1071,45.0000,4090,Supplies
66701,9/21/2016,1072,45.0000,4090,Supplies
66702,9/21/2016,1071,6.9500,4090,Supplies
66703,9/21/2016,1072,6.9500,4090,Supplies
66704,9/21/2016,1071,45.0000,4090,Supplies
66705,9/21/2016,1072,45.0000,4090,Supplies
66706,9/21/2016,1071,27.0300,4090,Supplies
66707,9/21/2016,1072,27.0200,4090,Supplies
66708,9/21/2016,1066,45.0000,4090,Supplies
66709,9/21/2016,1066,27.8000,4090,Supplies
66710,9/21/2016,1066,25.2000,4090,Supplies
66711,9/21/2016,1066,6.6700,4090,Supplies
66712,9/21/2016,1066,34.0000,4090,Supplies
66713,9/21/2016,1066,23.6000,4090,Supplies
66714,9/21/2016,1066,29.5000,4090,Supplies
66715,9/21/2016,1066,35.4000,4090,Supplies
66716,9/21/2016,1066,45.0000,4090,Supplies
66717,9/21/2016,1066,25.2000,4090,Supplies
66718,9/21/2016,1066,20.4000,4090,Supplies
66719,9/21/2016,1066,12.6000,4090,Supplies
66720,9/21/2016,1066,54.0500,4090,Supplies
66721,9/21/2016,1066,74.6500,4090,Supplies
66722,9/21/2016,1066,78.4300,4090,Supplies
66723,9/21/2016,1066,7.5600,4090,Supplies
67441,9/21/2016,903033,29.8400,4090,Supplies
47698,9/21/2016,3027,-7107.7500,4090,Supplies
47699,9/21/2016,3027,-7107.7500,4090,Supplies
47700,9/21/2016,3027,-7107.7500,4090,Supplies
47701,9/21/2016,3027,-7107.7500,4090,Supplies
47702,9/21/2016,3027,-7107.7500,4090,Supplies
48106,9/21/2016,3027,27.4800,4090,Supplies
48107,9/21/2016,3027,94.2400,4090,Supplies
48108,9/21/2016,3027,312.8000,4090,Supplies
48109,9/21/2016,3027,94.6800,4090,Supplies
48110,9/21/2016,3003,9.8000,4090,Supplies
48111,9/21/2016,3003,78.2000,4090,Supplies
48112,9/21/2016,3003,19.6000,4090,Supplies
48113,9/21/2016,3003,139.3000,4090,Supplies
48114,9/21/2016,3003,50.9800,4090,Supplies
48115,9/21/2016,3003,37.8400,4090,Supplies
48361,9/21/2016,3003,-9.8000,4090,Supplies
48404,9/21/2016,3024,68.7000,4090,Supplies
48405,9/21/2016,3024,71.7000,4090,Supplies
48406,9/21/2016,3024,56.5200,4090,Supplies
48407,9/21/2016,3024,150.9000,4090,Supplies
47337,9/22/2016,1057,-141.5700,4000,General Labor
48137,9/22/2016,1060,12.6000,4090,Supplies
48138,9/22/2016,1061,12.6000,4090,Supplies
48139,9/22/2016,1060,41.2000,4090,Supplies
48140,9/22/2016,1061,41.2000,4090,Supplies
48141,9/22/2016,1060,12.6000,4090,Supplies
48142,9/22/2016,1061,12.6000,4090,Supplies
48143,9/22/2016,1060,17.7000,4090,Supplies
48144,9/22/2016,1061,17.7000,4090,Supplies
48145,9/22/2016,3001,3.6000,4090,Supplies
48146,9/22/2016,3001,8.9500,4090,Supplies
48147,9/22/2016,3001,17.2200,4090,Supplies
48148,9/22/2016,3001,26.6500,4090,Supplies
48149,9/22/2016,3001,36.6000,4090,Supplies
48150,9/22/2016,3001,13.9000,4090,Supplies
48151,9/22/2016,3001,12.6000,4090,Supplies
48152,9/22/2016,3001,30.7500,4090,Supplies
48153,9/22/2016,3001,12.3900,4090,Supplies
48154,9/22/2016,3001,9.9000,4090,Supplies
48155,9/22/2016,3001,2342.5500,4090,Supplies
48156,9/22/2016,3001,584.4000,4090,Supplies
48157,9/22/2016,3001,17.5700,4090,Supplies
48158,9/22/2016,3001,44.1600,4090,Supplies
48159,9/22/2016,3001,42.8700,4090,Supplies
48160,9/22/2016,3001,14.9500,4090,Supplies
48161,9/22/2016,3001,571.2000,4090,Supplies
48162,9/22/2016,3001,14.9500,4090,Supplies
48163,9/22/2016,3001,440.0000,4090,Supplies
48164,9/22/2016,3001,12.6000,4090,Supplies
48165,9/22/2016,3001,17.0000,4090,Supplies
48166,9/22/2016,3001,16.5000,4090,Supplies
48167,9/22/2016,3001,9.9000,4090,Supplies
48168,9/22/2016,3001,3.7800,4090,Supplies
48169,9/22/2016,3001,16.2400,4090,Supplies
48170,9/22/2016,3001,12.6000,4090,Supplies
48171,9/22/2016,5000,23.1200,4090,Supplies
49299,9/22/2016,3036,9.3800,4090,Supplies
49300,9/22/2016,3005,2.0000,4090,Supplies
49301,9/22/2016,3020,2.0000,4090,Supplies
49302,9/22/2016,5000,3.0000,4090,Supplies
49303,9/22/2016,3016,9.0000,4090,Supplies
49304,9/22/2016,5000,1.9900,4090,Supplies
49305,9/22/2016,3005,2.5000,4090,Supplies
49306,9/22/2016,3016,3.0000,4090,Supplies
49307,9/22/2016,3020,2.5000,4090,Supplies
49308,9/22/2016,5000,1.0000,4090,Supplies
49309,9/22/2016,1041,2.0000,4090,Supplies
49310,9/22/2016,3036,2.0000,4090,Supplies
49311,9/22/2016,3029,2.9900,4090,Supplies
49312,9/22/2016,3020,1.0000,4090,Supplies
49313,9/22/2016,3017,1.0000,4090,Supplies
49314,9/22/2016,3016,1.9900,4090,Supplies
49315,9/22/2016,5000,1.0000,4090,Supplies
49316,9/22/2016,3001,1.0000,4090,Supplies
49317,9/22/2016,3005,1.0000,4090,Supplies
49318,9/22/2016,3006,1.0000,4090,Supplies
49319,9/22/2016,3003,1.0000,4090,Supplies
49320,9/22/2016,3017,1.0000,4090,Supplies
49321,9/22/2016,3020,1.0000,4090,Supplies
49322,9/22/2016,5011,30.9000,4090,Supplies
49323,9/22/2016,5011,30.3000,4090,Supplies
49324,9/22/2016,5011,9.9900,4090,Supplies
49325,9/22/2016,5011,14.5800,4090,Supplies
47339,9/22/2016,1057,-8.7700,4275,FICA
47340,9/22/2016,1057,-2.0600,4276,Medicare Tax
47341,9/22/2016,1057,-6.4700,4277,SUTA
47342,9/22/2016,1057,-0.8500,4278,FUTA
47343,9/22/2016,1057,-7.0100,4280,Workmans Compensation
48436,9/23/2016,3028,10450.0000,4020,Subcontractor Labor
48441,9/23/2016,3045,1000.8000,4090,Supplies
49298,9/23/2016,1003,29.2800,4090,Supplies
66766,9/23/2016,5011,916.0200,4090,Supplies
67438,9/23/2016,903045,568.7000,4090,Supplies
48172,9/23/2016,6008,70.0000,4090,Supplies
48173,9/23/2016,6008,12.6000,4090,Supplies
48174,9/23/2016,6008,48.5200,4090,Supplies
48175,9/23/2016,6008,49.8400,4090,Supplies
48176,9/23/2016,6008,14.2900,4090,Supplies
48177,9/23/2016,6008,35.6800,4090,Supplies
48178,9/23/2016,6008,29.4400,4090,Supplies
48179,9/23/2016,6008,4.8000,4090,Supplies
48180,9/23/2016,6008,6.8000,4090,Supplies
48181,9/23/2016,6008,5.2500,4090,Supplies
48182,9/23/2016,6008,12.6000,4090,Supplies
48183,9/23/2016,6008,11.8000,4090,Supplies
48184,9/23/2016,6008,5.9000,4090,Supplies
48185,9/23/2016,3045,705.8000,4090,Supplies
48186,9/23/2016,3045,73.6000,4090,Supplies
48187,9/23/2016,3045,58.8400,4090,Supplies
48271,9/25/2016,5014,222.0000,4000,General Labor
48278,9/25/2016,5013,150.2900,4275,FICA
48279,9/25/2016,5014,994.7200,4275,FICA
48280,9/25/2016,5013,35.1500,4276,Medicare Tax
48281,9/25/2016,5014,232.6700,4276,Medicare Tax
48282,9/25/2016,5013,43.7500,4277,SUTA
48283,9/25/2016,5014,150.1000,4277,SUTA
48284,9/25/2016,5013,5.7400,4278,FUTA
48285,9/25/2016,5014,19.7100,4278,FUTA
48286,9/25/2016,5013,63.4500,4280,Workmans Compensation
48287,9/25/2016,5014,372.7300,4280,Workmans Compensation
48188,9/26/2016,4037,70.0000,4090,Supplies
48189,9/26/2016,4037,4.9000,4090,Supplies
48190,9/26/2016,4037,42.9400,4090,Supplies
48191,9/26/2016,4037,22.5400,4090,Supplies
48192,9/26/2016,4037,22.0000,4090,Supplies
48193,9/26/2016,4037,41.3000,4090,Supplies
48194,9/26/2016,4037,29.4400,4090,Supplies
48195,9/26/2016,4037,15.6400,4090,Supplies
48363,9/26/2016,5000,40.9600,4090,Supplies
48364,9/26/2016,3001,2569.6600,4090,Supplies
48365,9/26/2016,3045,654.4000,4090,Supplies
48366,9/26/2016,3045,886.2400,4090,Supplies
66762,9/26/2016,3024,286.2000,4090,Supplies
66763,9/26/2016,3024,29.7600,4090,Supplies
66764,9/26/2016,3024,12.2200,4090,Supplies
66765,9/26/2016,3024,114.2000,4090,Supplies
66750,9/26/2016,4500,506.8200,4205,Vehicle Gas & Oil
66751,9/26/2016,5011,81.6900,4205,Vehicle Gas & Oil
48006,9/27/2016,8031,1250.0000,4020,Subcontractor Labor
48408,9/27/2016,3027,17.9500,4080,Other
48409,9/27/2016,3027,59.1500,4080,Other
48410,9/27/2016,3027,80.2400,4080,Other
48306,9/27/2016,5011,92.0600,4090,Supplies
48307,9/27/2016,1003,72.2400,4090,Supplies
48308,9/27/2016,3037,165.1600,4090,Supplies
48309,9/27/2016,1053,67.3200,4090,Supplies
48310,9/27/2016,3027,157.8000,4090,Supplies
48411,9/28/2016,3016,6.9500,4090,Supplies
48412,9/28/2016,3016,74.8700,4090,Supplies
48413,9/28/2016,3016,5.0000,4090,Supplies
48414,9/28/2016,3016,14.7200,4090,Supplies
48415,9/28/2016,3016,19.2000,4090,Supplies
48416,9/28/2016,3016,19.2200,4090,Supplies
48417,9/28/2016,1041,19.6100,4090,Supplies
48418,9/28/2016,3017,19.6100,4090,Supplies
48419,9/28/2016,3016,168.7100,4090,Supplies
48420,9/28/2016,3006,99.0100,4090,Supplies
48421,9/28/2016,905011,124.6000,4090,Supplies
48422,9/28/2016,5011,3.6000,4090,Supplies
48423,9/28/2016,5011,75.5200,4090,Supplies
48424,9/28/2016,5011,46.9200,4090,Supplies
48425,9/28/2016,5011,7.2000,4090,Supplies
48426,9/28/2016,4040,3.6000,4090,Supplies
48427,9/28/2016,4040,13.9000,4090,Supplies
48428,9/28/2016,4040,3.6000,4090,Supplies
48429,9/28/2016,4040,4.9500,4090,Supplies
48430,9/28/2016,4040,42.9500,4090,Supplies
48431,9/28/2016,4040,25.2000,4090,Supplies
48432,9/28/2016,4040,12.6000,4090,Supplies
48433,9/28/2016,4040,41.2000,4090,Supplies
48434,9/28/2016,4040,43.6000,4090,Supplies
48435,9/28/2016,4040,10.2000,4090,Supplies
48437,9/29/2016,1066,19.0000,4090,Supplies
48438,9/29/2016,1066,24.5000,4090,Supplies
48439,9/29/2016,1066,22.5000,4090,Supplies
48440,9/29/2016,1066,6.9000,4090,Supplies
49142,9/29/2016,3016,1.4900,4090,Supplies
49143,9/29/2016,3016,1.4900,4090,Supplies
49144,9/29/2016,3016,27.4800,4090,Supplies
49145,9/29/2016,3016,6.5300,4090,Supplies
49146,9/29/2016,1041,3.2700,4090,Supplies
49147,9/29/2016,1041,71.9000,4090,Supplies
49148,9/29/2016,3016,23.8900,4090,Supplies
49149,9/29/2016,3017,22.6800,4090,Supplies
49150,9/29/2016,3016,1.2300,4090,Supplies
49151,9/29/2016,3016,1.8900,4090,Supplies
49152,9/29/2016,3016,61.4400,4090,Supplies
49153,9/29/2016,3016,9.8000,4090,Supplies
49154,9/29/2016,1041,17.7500,4090,Supplies
49155,9/29/2016,3016,55.7200,4090,Supplies
49326,9/29/2016,3037,210.0000,4090,Supplies
49327,9/29/2016,3037,49.5000,4090,Supplies
49328,9/29/2016,3037,29.4400,4090,Supplies
49329,9/29/2016,3037,57.1600,4090,Supplies
49330,9/29/2016,3037,187.2800,4090,Supplies
49331,9/29/2016,3037,61.8000,4090,Supplies
49332,9/29/2016,3037,49.5000,4090,Supplies
49333,9/29/2016,3037,15.6400,4090,Supplies
49334,9/29/2016,3012,70.0000,4090,Supplies
49335,9/29/2016,3012,25.2000,4090,Supplies
49336,9/29/2016,3012,561.8400,4090,Supplies
49337,9/29/2016,3012,66.0000,4090,Supplies
49338,9/29/2016,3012,123.9000,4090,Supplies
49339,9/29/2016,3012,103.0400,4090,Supplies
49340,9/29/2016,3012,12.6000,4090,Supplies
49341,9/29/2016,3012,13.6000,4090,Supplies
49342,9/29/2016,3012,10.5000,4090,Supplies
49343,9/29/2016,3012,38.2500,4090,Supplies
49344,9/29/2016,3042,120.5700,4090,Supplies
49345,9/29/2016,3042,123.9900,4090,Supplies
49346,9/29/2016,3042,29.5800,4090,Supplies
49347,9/29/2016,3042,12.6000,4090,Supplies
49348,9/29/2016,3042,19.2000,4090,Supplies
49349,9/29/2016,3042,43.6000,4090,Supplies
49350,9/29/2016,3042,31.2800,4090,Supplies
49351,9/29/2016,3042,12.6000,4090,Supplies
49352,9/29/2016,3042,12.6000,4090,Supplies
49353,9/29/2016,3027,374.5600,4090,Supplies
49354,9/29/2016,3027,149.5200,4090,Supplies
49355,9/29/2016,3027,88.3200,4090,Supplies
49356,9/29/2016,3027,12.6000,4090,Supplies
49357,9/29/2016,3027,12.6000,4090,Supplies
49358,9/29/2016,3027,20.4000,4090,Supplies
49359,9/29/2016,3027,42.9500,4090,Supplies
66800,9/29/2016,5011,-392.5800,4090,Supplies
58537,9/30/2016,1003,6266.3400,4000,General Labor
58538,9/30/2016,1012,498.7500,4000,General Labor
58539,9/30/2016,1025,647.4500,4000,General Labor
58540,9/30/2016,1032,1012.7300,4000,General Labor
58541,9/30/2016,1033,2821.0600,4000,General Labor
58542,9/30/2016,1034,678.1100,4000,General Labor
58543,9/30/2016,1035,342.0000,4000,General Labor
58544,9/30/2016,1037,230.8000,4000,General Labor
58545,9/30/2016,1041,514.3700,4000,General Labor
58546,9/30/2016,1051,2004.0000,4000,General Labor
58547,9/30/2016,1053,1941.8300,4000,General Labor
58548,9/30/2016,1055,256.0400,4000,General Labor
58549,9/30/2016,1056,596.2800,4000,General Labor
58550,9/30/2016,1057,2078.5100,4000,General Labor
58551,9/30/2016,1058,2385.7600,4000,General Labor
58552,9/30/2016,1060,704.9500,4000,General Labor
58553,9/30/2016,1061,928.8200,4000,General Labor
58554,9/30/2016,1065,276.8500,4000,General Labor
58555,9/30/2016,1066,5792.8000,4000,General Labor
58556,9/30/2016,1068,238.2000,4000,General Labor
58557,9/30/2016,1069,361.0000,4000,General Labor
58558,9/30/2016,1070,180.7500,4000,General Labor
58559,9/30/2016,1071,344.5700,4000,General Labor
58560,9/30/2016,1072,246.3300,4000,General Labor
58561,9/30/2016,1073,32.2000,4000,General Labor
58562,9/30/2016,1074,136.8100,4000,General Labor
58563,9/30/2016,1075,116.8500,4000,General Labor
58564,9/30/2016,1076,237.8300,4000,General Labor
58565,9/30/2016,1077,342.0000,4000,General Labor
58566,9/30/2016,3000,23428.6200,4000,General Labor
58567,9/30/2016,3001,32229.3800,4000,General Labor
58568,9/30/2016,3003,1816.7300,4000,General Labor
58569,9/30/2016,3004,891.1900,4000,General Labor
58570,9/30/2016,3005,45.8900,4000,General Labor
58571,9/30/2016,3006,509.0200,4000,General Labor
58572,9/30/2016,3008,7086.1300,4000,General Labor
58573,9/30/2016,3012,7909.2200,4000,General Labor
58574,9/30/2016,3015,611.8000,4000,General Labor
58575,9/30/2016,3016,4882.6500,4000,General Labor
58576,9/30/2016,3017,1013.7700,4000,General Labor
58577,9/30/2016,3020,45.8900,4000,General Labor
58578,9/30/2016,3022,309.5700,4000,General Labor
58579,9/30/2016,3025,5715.7500,4000,General Labor
58580,9/30/2016,3027,8826.0600,4000,General Labor
58581,9/30/2016,3029,2244.8800,4000,General Labor
58582,9/30/2016,3031,1612.5300,4000,General Labor
58583,9/30/2016,3033,3415.1800,4000,General Labor
58584,9/30/2016,3034,487.3500,4000,General Labor
58585,9/30/2016,3036,246.6300,4000,General Labor
58586,9/30/2016,3037,6237.4300,4000,General Labor
58587,9/30/2016,3038,4653.9000,4000,General Labor
58588,9/30/2016,3039,337.5400,4000,General Labor
58589,9/30/2016,3040,3992.7600,4000,General Labor
58590,9/30/2016,3042,1028.6400,4000,General Labor
58591,9/30/2016,3043,692.8900,4000,General Labor
58592,9/30/2016,3045,18179.6200,4000,General Labor
58593,9/30/2016,3046,1600.3100,4000,General Labor
58594,9/30/2016,3047,128.2500,4000,General Labor
58595,9/30/2016,4035,330.3200,4000,General Labor
58596,9/30/2016,4037,701.3600,4000,General Labor
58597,9/30/2016,4040,1626.3600,4000,General Labor
58598,9/30/2016,5000,1345.8400,4000,General Labor
58599,9/30/2016,5011,8967.0900,4000,General Labor
58600,9/30/2016,6008,1738.5400,4000,General Labor
58601,9/30/2016,7001,1164.5300,4000,General Labor
58602,9/30/2016,7002,637.5300,4000,General Labor
58603,9/30/2016,7003,2092.0100,4000,General Labor
58604,9/30/2016,7006,136.8000,4000,General Labor
58605,9/30/2016,7009,1216.0000,4000,General Labor
58606,9/30/2016,8005,364.8000,4000,General Labor
58607,9/30/2016,8006,121.6000,4000,General Labor
58608,9/30/2016,8008,152.0000,4000,General Labor
58609,9/30/2016,8009,152.0000,4000,General Labor
58610,9/30/2016,8010,152.0000,4000,General Labor
58611,9/30/2016,8011,121.6000,4000,General Labor
58612,9/30/2016,9003,478.8000,4000,General Labor
58613,9/30/2016,903000,1300.9900,4000,General Labor
58614,9/30/2016,903001,1557.0200,4000,General Labor
58615,9/30/2016,904040,66.5000,4000,General Labor
58616,9/30/2016,906008,34.2000,4000,General Labor
49276,9/30/2016,3024,1440.0000,4000,General Labor
58771,9/30/2016,1003,642.2000,4000,General Labor
58772,9/30/2016,1033,190.0500,4000,General Labor
58773,9/30/2016,1058,110.5800,4000,General Labor
58774,9/30/2016,3012,113.5900,4000,General Labor
58775,9/30/2016,3045,258.4000,4000,General Labor
58776,9/30/2016,4039,4.0400,4000,General Labor
58617,9/30/2016,1025,0.7300,4001,Overtime
58618,9/30/2016,1033,12.2000,4001,Overtime
58619,9/30/2016,1055,5.2600,4001,Overtime
58620,9/30/2016,1056,171.4300,4001,Overtime
58621,9/30/2016,1058,41.2100,4001,Overtime
58622,9/30/2016,1060,9.9200,4001,Overtime
58623,9/30/2016,1066,42.8000,4001,Overtime
58624,9/30/2016,3000,122.9800,4001,Overtime
58625,9/30/2016,3001,211.0700,4001,Overtime
58626,9/30/2016,3003,1.0400,4001,Overtime
58627,9/30/2016,3008,8.9400,4001,Overtime
58628,9/30/2016,3012,72.2000,4001,Overtime
58629,9/30/2016,3016,22.6600,4001,Overtime
58630,9/30/2016,3025,16.8200,4001,Overtime
58631,9/30/2016,3027,95.8400,4001,Overtime
58632,9/30/2016,3029,10.8200,4001,Overtime
58633,9/30/2016,3031,39.7600,4001,Overtime
58634,9/30/2016,3037,6.3700,4001,Overtime
58635,9/30/2016,3038,74.6800,4001,Overtime
58636,9/30/2016,3039,10.4500,4001,Overtime
58637,9/30/2016,3045,344.9400,4001,Overtime
58638,9/30/2016,4037,8.6800,4001,Overtime
58639,9/30/2016,5000,38.3100,4001,Overtime
58640,9/30/2016,5011,37.6200,4001,Overtime
58641,9/30/2016,6008,24.8700,4001,Overtime
58642,9/30/2016,7002,52.9100,4001,Overtime
58643,9/30/2016,7003,576.1300,4001,Overtime
58644,9/30/2016,8006,15.2000,4001,Overtime
58645,9/30/2016,903001,14.1000,4001,Overtime
58646,9/30/2016,906008,2.1400,4001,Overtime
58647,9/30/2016,1065,34.2000,4003,Other
58648,9/30/2016,1066,44.4100,4003,Other
58649,9/30/2016,3000,32.5000,4003,Other
58650,9/30/2016,3045,557.2500,4003,Other
49277,9/30/2016,4500,11615.3900,4010,Other
49360,9/30/2016,3045,705.8000,4090,Supplies
49361,9/30/2016,3045,123.9000,4090,Supplies
49362,9/30/2016,3045,88.3200,4090,Supplies
49363,9/30/2016,3045,117.6800,4090,Supplies
49364,9/30/2016,3045,16.0000,4090,Supplies
49365,9/30/2016,3045,59.4900,4090,Supplies
49366,9/30/2016,3008,70.0000,4090,Supplies
49367,9/30/2016,3008,25.2000,4090,Supplies
49368,9/30/2016,3008,88.0000,4090,Supplies
49369,9/30/2016,3008,123.9000,4090,Supplies
49370,9/30/2016,3008,103.0400,4090,Supplies
49371,9/30/2016,3008,12.6000,4090,Supplies
49372,9/30/2016,3008,13.6000,4090,Supplies
49373,9/30/2016,3008,10.5000,4090,Supplies
49374,9/30/2016,3008,33.9800,4090,Supplies
49375,9/30/2016,3008,32.4800,4090,Supplies
49376,9/30/2016,1066,19.8600,4090,Supplies
49377,9/30/2016,1066,19.0000,4090,Supplies
49378,9/30/2016,1066,117.6800,4090,Supplies
49379,9/30/2016,1066,78.4300,4090,Supplies
49380,9/30/2016,1066,4.7300,4090,Supplies
66769,9/30/2016,3001,8.9500,4090,Supplies
66770,9/30/2016,3001,17.2200,4090,Supplies
66771,9/30/2016,3001,36.6000,4090,Supplies
66772,9/30/2016,3001,13.9000,4090,Supplies
66773,9/30/2016,3001,20.5000,4090,Supplies
66774,9/30/2016,3001,7.8400,4090,Supplies
66775,9/30/2016,5000,23.3500,4090,Supplies
66776,9/30/2016,3001,8.4900,4090,Supplies
66777,9/30/2016,3001,53.5800,4090,Supplies
66778,9/30/2016,3001,22.5000,4090,Supplies
66779,9/30/2016,3001,2342.5500,4090,Supplies
66780,9/30/2016,3001,584.4000,4090,Supplies
66781,9/30/2016,3001,17.5700,4090,Supplies
66782,9/30/2016,3001,14.7200,4090,Supplies
66783,9/30/2016,3001,42.8700,4090,Supplies
66784,9/30/2016,3001,14.9500,4090,Supplies
66785,9/30/2016,3001,571.2000,4090,Supplies
66786,9/30/2016,3001,396.0000,4090,Supplies
66787,9/30/2016,3001,17.0000,4090,Supplies
66788,9/30/2016,3001,9.9000,4090,Supplies
66789,9/30/2016,3001,3.7800,4090,Supplies
66790,9/30/2016,3001,7.0600,4090,Supplies
66791,9/30/2016,3001,27.0000,4090,Supplies
66792,9/30/2016,3001,36.0000,4090,Supplies
66793,9/30/2016,3001,46.8200,4090,Supplies
66794,9/30/2016,3001,42.9500,4090,Supplies
66795,9/30/2016,3001,33.9800,4090,Supplies
66796,9/30/2016,3001,31.2800,4090,Supplies
66797,9/30/2016,3001,909.3000,4090,Supplies
66758,9/30/2016,4501,706.5000,4125,Other
66759,9/30/2016,4501,393.3000,4125,Other
66760,9/30/2016,4501,479.8000,4125,Other
66761,9/30/2016,4501,1439.4000,4125,Other
46320,9/30/2016,4500,187.4500,4220,Vehicle Insurance
49246,9/30/2016,3000,38.3200,4275,FICA
49247,9/30/2016,3024,93.0700,4275,FICA
57813,9/30/2016,1003,428.3500,4275,FICA
57814,9/30/2016,1012,30.9200,4275,FICA
57815,9/30/2016,1025,40.1900,4275,FICA
57816,9/30/2016,1032,62.8000,4275,FICA
57817,9/30/2016,1033,187.4500,4275,FICA
57818,9/30/2016,1034,42.0400,4275,FICA
57819,9/30/2016,1035,21.2000,4275,FICA
57820,9/30/2016,1037,14.3200,4275,FICA
57821,9/30/2016,1041,31.8900,4275,FICA
57822,9/30/2016,1051,124.2500,4275,FICA
57823,9/30/2016,1053,120.4000,4275,FICA
57824,9/30/2016,1055,16.2000,4275,FICA
57825,9/30/2016,1056,47.6000,4275,FICA
57826,9/30/2016,1057,128.8800,4275,FICA
57827,9/30/2016,1058,157.3300,4275,FICA
57828,9/30/2016,1060,44.3200,4275,FICA
57829,9/30/2016,1061,57.5900,4275,FICA
57830,9/30/2016,1065,19.2900,4275,FICA
57831,9/30/2016,1068,14.7600,4275,FICA
57832,9/30/2016,1069,22.3800,4275,FICA
57833,9/30/2016,1070,11.2100,4275,FICA
57834,9/30/2016,1071,21.3800,4275,FICA
57835,9/30/2016,1072,15.2600,4275,FICA
57836,9/30/2016,1073,2.0000,4275,FICA
57837,9/30/2016,1074,8.4800,4275,FICA
57838,9/30/2016,1075,7.2500,4275,FICA
57839,9/30/2016,1076,14.7400,4275,FICA
57840,9/30/2016,1077,21.2000,4275,FICA
57841,9/30/2016,3000,1462.2200,4275,FICA
57842,9/30/2016,3001,2011.3000,4275,FICA
57843,9/30/2016,3003,112.7000,4275,FICA
57844,9/30/2016,3004,55.2500,4275,FICA
57845,9/30/2016,3005,2.8400,4275,FICA
57846,9/30/2016,3006,31.5600,4275,FICA
57847,9/30/2016,3008,439.8800,4275,FICA
57848,9/30/2016,3012,501.8900,4275,FICA
